stop_id,stop_code,stop_name,stop_desc,stop_lat,stop_lon,zone_id,stop_url,location_type,parent_station
1080,1080,Sant Vicent de Paül - Peñíscola,C SAN VICENTE DE PAUL 15 - VALÈNCIA,39.4908807862021,-0.370581476255498,,,0,
1083,1083,Aragó - Amadeu de Savoia,AV ARAGÓN 25 - VALÈNCIA,39.4727988641153,-0.357819395587073,,,0,
1085,1085,Aragó - Xile,AV ARAGÓN 16 - VALÈNCIA,39.4701728829585,-0.358289505030554,,,0,
1087,1087,Sant Antoni - Pizarro,AV SAN ANTONIO 140 (DAVANT) - MISLATA,39.4767770804789,-0.422512944985941,,,0,
1091,1091,Malilla (par) - Bernat Descoll,CTRA MALILLA 60 - VALÈNCIA,39.4504876941937,-0.379312852795503,,,0,
1096,1096,Ramon Llull - Bernat Fenollar,C RAMON LLULL 31 (DAVANT) - VALÈNCIA,39.4769939947716,-0.346259170555005,,,0,
11,11,Dr. Lluch - Pescadors,C DOCTOR LLUCH 157 (DAVANT) - VALÈNCIA,39.4694008032899,-0.327974648167257,,,0,
1109,1109,Tomàs Montañana (impar) - Astúries,C PADRE TOMAS MONTAÑANA 24 (DAVANT) - VALÈNCIA,39.4632914914937,-0.351917594671358,,,0,
1110,1110,Dr. Manuel Candela (par) - Port,C DOCTOR MANUEL CANDELA 6 - VALÈNCIA,39.465971269122,-0.350947257709475,,,0,
1111,1111,Dr. Manuel Candela (par) - Sants Just i Pastor,C DOCTOR MANUEL CANDELA 52 - VALÈNCIA,39.4703686824985,-0.349101986151846,,,0,
1114,1114,Ramon Llull - García Donato,C RAMON LLULL 29 - VALÈNCIA,39.4768143464429,-0.346870078692391,,,0,
1116,1116,Dr. Manuel Candela (impar) - Blasco Ibáñez,C DOCTOR MANUEL CANDELA 77 - VALÈNCIA,39.4729377333285,-0.34841200221513,,,0,
1117,1117,Dr. Manuel Candela (impar) - Sants Just i Pastor,C DOCTOR MANUEL CANDELA 53 - VALÈNCIA,39.4704837098723,-0.349458385744061,,,0,
1118,1118,Dr. Manuel Candela (impar) - Rodríguez de Cepeda,C DOCTOR MANUEL CANDELA 29 - VALÈNCIA,39.4683763265145,-0.350267431035725,,,0,
1119,1119,Dr. Manuel Candela (impar) - Port,C DOCTOR MANUEL CANDELA 3 - VALÈNCIA,39.465908187445,-0.351272040456529,,,0,
112,112,Ramon Llull - Leandro de Saralegui,C RAMON LLULL 5 - VALÈNCIA,39.4752173133944,-0.347545370778752,,,0,
1120,1120,Tomàs Montañana (par) - Astúries,C PADRE TOMAS MONTAÑANA 22 - VALÈNCIA,39.4636079284537,-0.352307620139869,,,0,
1125,1125,Comte de Torrefiel - Mestre Marçal,C CONDE DE TORREFIEL 28 - VALÈNCIA,39.4932532920652,-0.375937054687836,,,0,
1126,1126,Comte de Torrefiel - Josep Esteve,C CONDE DE TORREFIEL 74 - VALÈNCIA,39.495825823985,-0.37681227567942,,,0,
1127,1127,Comte de Torrefiel - Riu Bidasoa,C CONDE DE TORREFIEL 114 - VALÈNCIA,39.4979164432832,-0.377216531189371,,,0,
1128,1128,Sant Doménec Savio - Alemany,C SANTO DOMINGO SAVIO 94 (DAVANT) - VALÈNCIA,39.4979393936278,-0.376233981458269,,,0,
1129,1129,Sant Doménec Savio - Josep Esteve,C SANTO DOMINGO SAVIO 51 - VALÈNCIA,39.4960230657864,-0.375515911671211,,,0,
113,113,Blasco Ibáñez - Ramon Llull,AV BLASCO IBAÑEZ 73 (BARDISSA) - VALÈNCIA,39.4743155607505,-0.348547888415245,,,0,
1130,1130,Pere Patrici Mey - Felip Rinaldi,C PEDRO IMPRESOR PATRICIO MEY 29 - VALÈNCIA,39.4925156270022,-0.377088557068898,,,0,
1131,1131,Pintor Jacomart - Comte de Torrefiel,C PINTOR JACOMART 29 - VALÈNCIA,39.4964676445607,-0.377254841134178,,,0,
1132,1132,Músic Espí - Gravador Fabregat,PL MUSICO ESPI 1 (DAVANT) - VALÈNCIA,39.4969694033726,-0.374198232943211,,,0,
1133,1133,Comte de Lumiares - Tossal del Rei,C CONDE DE LUMIARES 26 (DAVANT) - VALÈNCIA,39.4963162124682,-0.372348753498853,,,0,
1134,1134,Blasco Ibáñez (par) - José María Haro,AV BLASCO IBAÑEZ 182 - VALÈNCIA,39.4706590995611,-0.338255240041204,,,0,
1136,1136,Palma de Gandia - Venta del Moro,C PALMA DE GANDIA S/N - BENIFARAIG,39.5296060126748,-0.383968515571997,,,0,
1137,1137,Ferrer i Bigné - Aiacor,C FERRER Y BIGNE 21 - BENIFARAIG,39.5276439492337,-0.385803888600553,,,0,
1138,1138,Ferrer i Bigné - Santíssima Creu,C FERRER Y BIGNE 67 - BENIFARAIG,39.5295571342721,-0.385665749203192,,,0,
1139,1139,Ferrer i Bigné - Nelo el Fariner,C FERRER Y BIGNE 97 - BENIFARAIG,39.5307887093221,-0.385478005934092,,,0,
114,114,Blasco Ibáñez - Vinalopó,AV BLASCO IBAÑEZ 55 (JARDÍ) - VALÈNCIA,39.4750272216022,-0.350914202174079,,,0,
1140,1140,Camí de Montcada - Gasolinera,CAMI MONCADA 341 - VALÈNCIA,39.5122945742823,-0.386464265446321,,,0,
1141,1141,Germans Maristes (impar) - Fonteta Sant Lluís,AV HERMANOS MARISTAS 14 (DAVANT) - VALÈNCIA,39.4516238629282,-0.36782796891941,,,0,
1143,1143,Gravador Jordán - Músic Cuesta,C GRABADOR JORDAN 74 - VALÈNCIA,39.4425077269245,-0.368161746375681,,,0,
1145,1145,Vicent Andrés Estellés - Facultat de Farmàcia,AV VICENTE ANDRES ESTELLES S/N - BURJASSOT,39.509630084362,-0.421699646530302,,,0,
1148,1148,Font d'en Corts (impar) - Alqueria Reial,C FUENTE EN CORTS 67-69 - VALÈNCIA,39.4474794413012,-0.359573877151435,,,0,
1149,1149,Font d'en Corts (par) - Davant Alqueria Reial,C FUENTE EN CORTS 66-68 - VALÈNCIA,39.4474421892476,-0.359659108788832,,,0,
115,115,Blasco Ibáñez - República Argentina,AV BLASCO IBAÑEZ 84 (JARDÍ) - VALÈNCIA,39.4747509908169,-0.350892278224253,,,0,
1150,1150,Pintor Jacomart - Sant Doménec Savio,C PINTOR JACOMART 15 - VALÈNCIA,39.4968007778838,-0.375981946314978,,,0,
1151,1151,Comte de Lumiares - Falcons,C CONDE DE LUMIARES 4 (DAVANT) - VALÈNCIA,39.4947189568064,-0.372730301289169,,,0,
1152,1152,Camí de Montcada - Camí Alqueria de Marquet,CAMI MONCADA 341 (DAVANT) - VALÈNCIA,39.5122017279213,-0.386330821336241,,,0,
1153,1153,Polvorí - Cullera,C SENDA DEL POLVORIN 32 - BENIMÀMET,39.5023067447204,-0.426394091100044,,,0,
1156,1156,Pavia - Platja de les Arenes,C PAVIA 9 (DAVANT) - VALÈNCIA,39.4680532796901,-0.324724393622289,,,0,
1157,1157,Pavia - Platja de la Malva-rosa,C PAVIA 35 (DAVANT) - VALÈNCIA,39.470198575082,-0.324636844741534,,,0,
1158,1158,Passeig Marítim - Séquia de la Cadena,PSEG PASEO MARITIMO CASABLANCA - VALÈNCIA,39.4735076472157,-0.324666459982757,,,0,
1159,1159,Passeig Marítim - Riu Tajo,PSEG PASEO MARITIMO ISABEL DE VILLENA - VALÈNCIA,39.4770607415504,-0.324621536476111,,,0,
116,116,Blasco Ibáñez - Dr. Manuel Candela,AV BLASCO IBAÑEZ 104 (JARDÍ) - VALÈNCIA,39.4740450302764,-0.34858313350247,,,0,
1160,1160,Passeig Marítim - Vicent la Roda,PSEG PASEO MARITIMO DAVANT.VTE.LA RODA - VALÈNCIA,39.479031040775,-0.324629107896174,,,0,
1161,1161,Passeig Marítim - Font d'en Carrós,PSEG PASEO MARITIMO DAVANT FONT D'EN CARRÓS - VALÈNCIA,39.4812656715298,-0.324674565694564,,,0,
1162,1162,Passeig Marítim - Mendizábal,PSEG PASEO MARITIMO FINAL PASSEIG - VALÈNCIA,39.4835524413656,-0.325202401982984,,,0,
1163,1163,Isabel de Villena - Font d'en Carrós,C ISABEL DE VILLENA 127 - VALÈNCIA,39.4811581847078,-0.325800351520388,,,0,
1164,1164,Isabel de Villena - Vicent la Roda,C ISABEL DE VILLENA 89 - VALÈNCIA,39.478966067472,-0.325857514319208,,,0,
1165,1165,Isabel de Villena - Riu Tajo,C ISABEL DE VILLENA 43 - VALÈNCIA,39.4768458924418,-0.325827740525245,,,0,
1168,1168,Marcos Sopena - Armada Espanyola,C DOCTOR MARCOS SOPENA 1 - VALÈNCIA,39.4630941979461,-0.328610422452823,,,0,
117,117,Ramon Llull - Escultor Alfons Gabino,C RAMON LLULL 6 - VALÈNCIA,39.4751321617036,-0.347130159173959,,,0,
1170,1170,Foc - Amadeu Desfilis,C FOC  DEL 1 - VALÈNCIA,39.5000411552864,-0.394656485430085,,,0,
1175,1175,Tres Creus - Segona República Espanyola,AV TRES CRUCES 103 (CARRIL BUS) - VALÈNCIA,39.458628918607,-0.402776519236904,,,0,
1176,1176,Tres Creus - Dr. Pérez Feliu,AV TRES CRUCES 79 (CARRIL BUS) - VALÈNCIA,39.4606008311703,-0.403994744258754,,,0,
1177,1177,Tres Creus - Tres Forques,AV TRES CRUCES CANTÓ T.FORQUES (CARRIL BUS) - VALÈNCIA,39.4628028774196,-0.405469889211305,,,0,
1183,1183,General Avilés (par) - Dr. Nicasi Benlloch,AV GENERAL AVILES 10 - VALÈNCIA,39.4880372439621,-0.391460958144647,,,0,
1184,1184,General Avilés - Miguel Servet (par),AV GENERAL AVILES 28 - VALÈNCIA,39.4869233323177,-0.39402409370686,,,0,
1190,1190,Tres Creus - dels Hostalers,AV TRES CRUCES 46 (CARRIL BUS) - VALÈNCIA,39.4602492832839,-0.403912664757565,,,0,
1199,1199,Comte de Torrefiel - Escultor Piquer,C CONDE DE TORREFIEL 6 - VALÈNCIA,39.4921129649698,-0.375465314857869,,,0,
12,12,Dr. Lluch - Pintor Ferrandis,C DOCTOR LLUCH 229 (DAVANT) - VALÈNCIA,39.4716646440523,-0.327649534855142,,,0,
1210,1210,Blasco Ibáñez - Serradora,AV BLASCO IBAÑEZ ILLETA RENFE - VALÈNCIA,39.4702676732057,-0.335187766191206,,,0,
1211,1211,Blasco Ibáñez (impar) - José María Haro,AV BLASCO IBAÑEZ 173 - VALÈNCIA,39.4710982542823,-0.336485787252513,,,0,
1217,1217,Dr. Peset Aleixandre - Felip Rinaldi,AV DOCTOR PESET ALEIXANDRE 24 - VALÈNCIA,39.4917369384428,-0.376118274198413,,,0,
1218,1218,Amadeu de Savoia - Muñoz Seca,C AMADEO DE SABOYA 14 - VALÈNCIA,39.4736114613923,-0.362097963649789,,,0,
1223,1223,Tres Creus (carril bus) - Pare Esteban Pernet,AV TRES CRUCES 8 (CARRIL BUS) - VALÈNCIA,39.4669755794595,-0.406336571233831,,,0,
1225,1225,Camí nou de Picanya - Arquitecte Segura de Lago,CAMI PICAñA (CNO. NUEVO) 19 - VALÈNCIA,39.4563032183764,-0.404016751851126,,,0,
1229,1229,Santiago Rusiñol - Sant Joan Bosco,C SANTIAGO RUSIÑOL SANT JOAN BOSCO - VALÈNCIA,39.4969300144821,-0.368873812617631,,,0,
1231,1231,Dolores Marqués - Benicarló,C DOLORES MARQUES 1 - VALÈNCIA,39.4856744127312,-0.363394627099607,,,0,
1232,1232,Dolores Marqués - Reverend José María Pinazo,C DOLORES MARQUES 13 - VALÈNCIA,39.4866716920499,-0.362841261483538,,,0,
1233,1233,Dolores Marqués - Assagador d'Alboraia,C DOLORES MARQUES 27 - VALÈNCIA,39.4882820961862,-0.362043086599172,,,0,
1239,1239,Primat Reig - Xàbia,AV PRIMADO REIG 187 (DAVANT) - VALÈNCIA,39.4790131974112,-0.356596088313404,,,0,
124,124,Blasco Ibáñez - José María Orense,AV BLASCO IBAÑEZ 149 - VALÈNCIA,39.4721639944176,-0.340052576931743,,,0,
1240,1240,Lliri Blau - Mestre Ventura Pascual,C LLIRI BLAU S/N - VALÈNCIA,39.4869854203682,-0.357136998148847,,,0,
1241,1241,Blasco Ibáñez - Dr. Moliner,AV BLASCO IBAÑEZ BARDISSA CENTRAL - VALÈNCIA,39.4782120721481,-0.361921100730199,,,0,
1242,1242,Mediterrània - Dr. Lluch,C MEDITERRANEO 32 - VALÈNCIA,39.4675715434256,-0.328567471120791,,,0,
1243,1243,Mediterrània - Reina,C MEDITERRANEO 21 - VALÈNCIA,39.4677961994136,-0.329061915174015,,,0,
1245,1245,Albereda - Armando Palacio Valdés,PSEG ALAMEDA DAVANT P.VALDÉS) - VALÈNCIA,39.4738150450158,-0.364430715660363,,,0,
125,125,Blasco Ibáñez - Actor Enrique Rambal,AV BLASCO IBAÑEZ 127 - VALÈNCIA,39.4729421570426,-0.342481069502018,,,0,
1252,1252,Pl. de l'Ajuntament - Sang,PL AYUNTAMIENTO 2 - VALÈNCIA,39.4704917920154,-0.376859607592032,,,0,
1254,1254,Cid - Aiora,AV CID 11 - VALÈNCIA,39.4672339790557,-0.392311312706385,,,0,
126,126,Blasco Ibáñez - Hondures,AV BLASCO IBAÑEZ 97 - VALÈNCIA,39.4738911263521,-0.345929656385568,,,0,
1261,1261,Pau - Bonaire,C PAZ 25 - VALÈNCIA,39.4731721298813,-0.372051861826999,,,0,
1262,1262,Sorní - Comte de Salvatierra,C SORNI 13 - VALÈNCIA,39.4703319924874,-0.368270813760911,,,0,
1263,1263,Comte de Salvatierra - Colón,C CONDE DE SALVATIERRA 3 - VALÈNCIA,39.4710853202927,-0.369079855609522,,,0,
1265,1265,Campanar (par) - la Fe,AV CAMPANAR CONSELLERIA - VALÈNCIA,39.4837259160201,-0.391946766435598,,,0,
1266,1266,Campanar (impar) - la Fe,AV CAMPANAR 21 - VALÈNCIA,39.4841128036789,-0.391507092917774,,,0,
1268,1268,Tres Creus - Hospital,AV TRES CRUCES 2 (CARRIL BUS) - VALÈNCIA,39.4686432830262,-0.406562441317263,,,0,
127,127,Blasco Ibáñez - Actriu Encarna Máñez,AV BLASCO IBAÑEZ 126 - VALÈNCIA,39.4729880496129,-0.346215883069612,,,0,
1272,1272,Pius XII (impar) - Monestir de Poblet,AV PIO XII 51 - VALÈNCIA,39.4850414896994,-0.396103608907433,,,0,
1274,1274,Tres Creus - Rei Saud,AV TRES CRUCES 10 - VALÈNCIA,39.4660043095697,-0.406379788140292,,,0,
1277,1277,Primat Reig - Ministre Luis Mayans,AV PRIMADO REIG 18 - VALÈNCIA,39.4895413240156,-0.370742579627541,,,0,
1278,1278,Àngel Guimerà - Ferran el Catòlic,C ANGEL GUIMERA 10 - VALÈNCIA,39.4704078527298,-0.384448710174859,,,0,
128,128,Blasco Ibáñez - Músic Ginés,AV BLASCO IBAÑEZ 158 - VALÈNCIA,39.4720494896668,-0.342960938908551,,,0,
1280,1280,Pintor Jacomart - Alcanyís,C PINTOR JACOMART 57 - VALÈNCIA,39.4958890662139,-0.379947390974823,,,0,
1282,1282,Ramon Llull - Albalat dels Tarongers,C RAMON LLULL SOLAR - VALÈNCIA,39.4794091065428,-0.345736641838256,,,0,
1283,1283,Ramon Llull - Campus Tarongers,C RAMON LLULL NOVES FACULTATS - VALÈNCIA,39.4792773626074,-0.345328074334434,,,0,
1289,1289,Vicent Puchol - Arbres,C VICENTE PUCHOL 25 - CASTELLAR-OLIVERAL,39.4278532339642,-0.363915058916503,,,0,
129,129,Blasco Ibáñez - Enginyer Rafael Janini,AV BLASCO IBAÑEZ 168 - VALÈNCIA,39.4712486229191,-0.340259125628755,,,0,
1290,1290,Vicent Puchol - Carrera dels Bales,C VICENTE PUCHOL 24 - CASTELLAR-OLIVERAL,39.4282424532239,-0.363971545578157,,,0,
1295,1295,Mestre Rodrigo - Marqués de Sant Joan,AV MAESTRO RODRIGO 10 - VALÈNCIA,39.4775290547034,-0.397308973714439,,,0,
1296,1296,Marqués de Sant Joan - Campanar,C MARQUÉS DE SAN JUAN 7 - VALÈNCIA,39.4786677153458,-0.395161571098248,,,0,
1298,1298,Espinosa - Ferran el Catòlic,C ESPINOSA 1 - VALÈNCIA,39.4721221948729,-0.384395971701401,,,0,
1299,1299,Guillem Sorolla - Torn de l'Hospital,C GUILLEM SOROLLA 18 (DAVANT) - VALÈNCIA,39.4727140388035,-0.380481269412043,,,0,
13,13,Dr. Lluch - Vicent Guillot,C DOCTOR LLUCH 228 - VALÈNCIA,39.4734693265711,-0.327376919275083,,,0,
1300,1300,Editor Manuel Aguilar - Av. de l'Oest,C EDITOR MANUEL AGUILAR 1 - VALÈNCIA,39.4727211003098,-0.380072391279791,,,0,
1305,1305,Guillem de Castro - Lliria,C GUILLEM DE CASTRO 160 - VALÈNCIA,39.4810751688904,-0.380981061390238,,,0,
1306,1306,Manuel Soto Enginyer (impar) - Pont de les Drassanes,AV INGENIERO MANUEL SOTO 15 (DAVANT ILLETA) - VALÈNCIA,39.4550626122368,-0.329974582798689,,,0,
1307,1307,Tres Creus - Llombai,AV TRES CRUCES 49 - VALÈNCIA,39.4643976759904,-0.405260805469349,,,0,
1310,1310,Manuel Carboneres - Sant Francesc de Paula,C MANUEL CARBONERES 8 (DAVANT) - VALÈNCIA,39.4462113849823,-0.330581776542376,,,0,
1311,1311,Pare Ferrís - Menéndez Pidal,C PADRE FERRIS 21 - VALÈNCIA,39.4831009241716,-0.38498970097493,,,0,
1318,1318,Molinell (par) - Alboraia,C MOLINELL 8 - VALÈNCIA,39.4849411815053,-0.369712217669431,,,0,
1319,1319,Corts Valencianes - Palau de Congressos,AV CORTS VALENCIANES P.CONGRESSOS (PAR) - VALÈNCIA,39.4941838510958,-0.401818111532797,,,0,
1320,1320,Camp de Túria (par) - Corts Valencianes,C CAMP DEL TURIA 6 - VALÈNCIA,39.4943253414252,-0.404004193537996,,,0,
1321,1321,Camp de Túria (impar) - Corts Valencianes,C CAMP DEL TURIA 6 (DAVANT) - VALÈNCIA,39.4939147653545,-0.403370815095572,,,0,
1326,1326,Ninot - Foc,C NINOT  DEL 19 (DAVANT) - VALÈNCIA,39.5004427684313,-0.39310261170681,,,0,
1329,1329,Palmaret - Montcada,AV PALMARET  DEL s/n - CARPESA,39.5176982825771,-0.386332302086538,,,0,
1330,1330,Quartell - Burjassot,C CUARTELL 4 - VALÈNCIA,39.4955744903869,-0.397432631294015,,,0,
1331,1331,Florista - Carrasqueta,C FLORISTA 113 - VALÈNCIA,39.4940494051074,-0.396208821092434,,,0,
1332,1332,Florista - Faura,C FLORISTA 63 - VALÈNCIA,39.4919493849329,-0.394034498066271,,,0,
1333,1333,Bon Recés - Florista,C BUEN RETIRO CANTÓ FLORISTA - VALÈNCIA,39.490421248775,-0.392439424346763,,,0,
1348,1348,Dr. Nicasi Benlloch - Emili Nadal,C DOCTOR NICASIO BENLLOCH 27 - VALÈNCIA,39.4888752107413,-0.392265889725065,,,0,
1349,1349,Sant Vicent Màrtir - Mossén Febrer,C SAN VICENTE MARTIR 306 - VALÈNCIA,39.4509734148101,-0.385065758036484,,,0,
135,135,Sants Just i Pastor - Humanista Furió,C SANTOS JUSTO Y PASTOR 81 - VALÈNCIA,39.4689682536445,-0.345229046178689,,,0,
1350,1350,Sant Vicent Màrtir - Almudaina,C SAN VICENTE MARTIR 267 - VALÈNCIA,39.4529865903496,-0.384458755400163,,,0,
1352,1352,la Plata - Alberola,AV PLATA  DE  LA 33 - VALÈNCIA,39.4542860267025,-0.369458910723519,,,0,
1353,1353,la Plata - Ausiàs March,AV PLATA  DE  LA 7 - VALÈNCIA,39.4531878399892,-0.372036458188795,,,0,
1354,1354,Bernat Descoll - Joaquín Benlloch,C BERNAT DESCOLL 14 - VALÈNCIA,39.4518484263395,-0.374465534827708,,,0,
1355,1355,Oltà - Ausiàs March,C OLTA 70 - VALÈNCIA,39.4531570874723,-0.37395373142285,,,0,
1356,1356,la Plata - Fonteta Sant Lluís,AV PLATA  DE  LA 7 (DAVANT) - VALÈNCIA,39.4528970755016,-0.371796393894451,,,0,
1357,1357,la Plata - Actriu Pepita Serrador,AV PLATA  DE  LA 33 (DAVANT) - VALÈNCIA,39.4541259870251,-0.368828586851421,,,0,
136,136,Sants Just i Pastor - Lleons,C SANTOS JUSTO Y PASTOR 59 - VALÈNCIA,39.4697516354249,-0.347997957996145,,,0,
1361,1361,Tarongers - Ramon Llull,AV NARANJOS  LOS DAVANT CIÈNCIES SOCIALS. - VALÈNCIA,39.4799062553548,-0.344696094216767,,,0,
1362,1362,Tomàs Montañana - Albereda,C PADRE TOMAS MONTAÑANA ROTONDA (PAR) - VALÈNCIA,39.4610557939199,-0.353339355014321,,,0,
1363,1363,Regne de València (impar) - Alcalde Reig,AV REGNE DE VALENCIA 100 (DAVANT) - VALÈNCIA,39.4624277177496,-0.361179278171125,,,0,
1364,1364,Regne de València (par) - Alcalde Reig,AV REGNE DE VALENCIA 102 - VALÈNCIA,39.4620569324604,-0.360861818052554,,,0,
1365,1365,Tomàs Montañana - França,C PADRE TOMAS MONTAÑANA ROTONDA (IMPAR) - VALÈNCIA,39.4610675202834,-0.352851513197981,,,0,
1366,1366,Alqueria Nova - Cortes d'Arenós,C ALQUERIA NOVA CORTES D'ARENÓS - VALÈNCIA,39.4684573741975,-0.417148661609601,,,0,
1369,1369,Tres Creus (central) - Pare Esteban Pernet,AV TRES CRUCES BARDISSA CENTRAL - VALÈNCIA,39.4673821192118,-0.406124958535862,,,0,
137,137,Sants Just i Pastor - Dr. Manuel Candela,C SANTOS JUSTO Y PASTOR 27 - VALÈNCIA,39.4703086423513,-0.349845082896738,,,0,
1370,1370,Pare Esteban Pernet - Misericòrdia,C PADRE ESTEBAN PERNET MISERICÒRDIA - VALÈNCIA,39.4672305875242,-0.409471463174633,,,0,
1374,1374,Punta al Mar (par) - Riu,CAMI PUNTA AL MAR  DE LA 29 (DAVANT) - VALÈNCIA,39.4454954732559,-0.340442086512061,,,0,
1375,1375,Punta al Mar (par) - Canal,CAMI PUNTA AL MAR  DE LA 57 (DAVANT) - VALÈNCIA,39.4452900020122,-0.338268205176473,,,0,
1376,1376,Camí del Canal (impar) - Guitarrista Tàrrega,CAMI CANAL 40 - VALÈNCIA,39.4472629945628,-0.335361930432239,,,0,
