route_id,service_id,trip_id,trip_headsign,direction_id,block_id,shape_id
12,FES,827D2V28,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V29,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V30,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V31,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V32,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V33,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V34,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V35,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V36,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V37,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V38,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V39,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V40,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V41,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V42,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V43,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V44,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V45,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V46,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V47,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V48,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V49,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V50,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V51,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V52,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V53,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V54,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V55,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V56,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V57,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V58,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V59,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V60,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V61,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V62,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V63,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V64,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V65,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V66,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V67,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V68,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V69,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V70,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V71,Ciutat Fallera,0,8272,SHP_827_I
12,FES,827D2V72,Pl. Amèrica,0,8272,SHP_827_V
12,FES,827D2V73,Ciutat Fallera,0,8272,SHP_827_I
12,LAB,827D0I,Ciutat Fallera,0,8270,SHP_827_I
12,LAB,827D0V,Pl. Amèrica,0,8270,SHP_827_V
12,SAB,827D1V0,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V1,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V2,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V3,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V4,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V5,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V6,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V7,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V8,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V9,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V10,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V11,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V12,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V13,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V14,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V15,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V16,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V17,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V18,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V19,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V20,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V21,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V22,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V23,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V24,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V25,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V26,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V27,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V28,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V29,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V30,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V31,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V32,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V33,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V34,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V35,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V36,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V37,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V38,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V39,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V40,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V41,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V42,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V43,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V44,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V45,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V46,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V47,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V48,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V49,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V50,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V51,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V52,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V53,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V54,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V55,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V56,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V57,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V58,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V59,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V60,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V61,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V62,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V63,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V64,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V65,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V66,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V67,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V68,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V69,Pl. Amèrica,0,8271,SHP_827_V
12,SAB,827D1V70,Ciutat Fallera,0,8271,SHP_827_I
12,SAB,827D1V71,Pl. Amèrica,0,8271,SHP_827_V
13,FES,852D2I,CAC/la Fonteta,0,8522,SHP_852_I
13,FES,852D2V,Av. de l'Oest,0,8522,SHP_852_V
13,LAB,852D0I,CAC/la Fonteta,0,8520,SHP_852_I
13,LAB,852D0V,Av. de l'Oest,0,8520,SHP_852_V
13,SAB,852D1I,CAC/la Fonteta,0,8521,SHP_852_I
13,SAB,852D1V,Av. de l'Oest,0,8521,SHP_852_V
14,FES,828D2V0,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V1,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V2,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V3,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V4,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V5,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V6,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V7,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V8,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V9,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V10,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V11,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V12,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V13,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V14,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V15,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V16,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V17,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V18,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V19,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V20,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V21,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V22,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V23,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V24,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V25,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V26,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V27,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V28,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V29,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V30,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V31,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V32,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V33,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V34,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V35,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V36,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V37,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V38,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V39,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V40,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V41,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V42,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V43,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V44,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V45,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V46,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V47,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V48,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V49,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V50,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V51,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V52,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V53,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V54,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V55,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V56,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V57,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V58,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V59,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V60,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V61,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V62,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V63,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V64,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V65,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V66,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V67,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V68,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V69,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V70,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V71,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V72,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V73,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V74,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V75,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V76,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V77,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V78,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V79,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V80,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V81,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V82,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V83,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,828D2V84,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V85,Forn d'Alcedo / Pinedo,0,8282,SHP_828_I
14,FES,828D2V86,Pl. de l'Ajuntament,0,8282,SHP_828_V
14,FES,829D2V0,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V1,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V2,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V3,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V4,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V5,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V6,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V7,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V8,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V9,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V10,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V11,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V12,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V13,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V14,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V15,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V16,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V17,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V18,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V19,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V20,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V21,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V22,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V23,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V24,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V25,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V26,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V27,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V28,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V29,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V30,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V31,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V32,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V33,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V34,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V35,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V36,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V37,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V38,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V39,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V40,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V41,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V42,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V43,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V44,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V45,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V46,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V47,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V48,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V49,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V50,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V51,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V52,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V53,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V54,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V55,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V56,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V57,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V58,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V59,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V60,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V61,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V62,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V63,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V64,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V65,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V66,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V67,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V68,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V69,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V70,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V71,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V72,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V73,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V74,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V75,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V76,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V77,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V78,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V79,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V80,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V81,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V82,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V83,Pl. de l'Ajuntament,0,8292,SHP_829_V
14,FES,829D2V84,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V85,Forn d'Alcedo / Pinedo,0,8292,SHP_829_I
14,FES,829D2V86,Pl. de l'Ajuntament,0,8292,SHP_829_V
